Año;Mes;Organismo;Evento;Entradas
2023;Septiembre;Cineteca;Un lenguaje anterior a Babel. Cortometrajes de Artavazd Pelechian;15
2023;Septiembre;Cineteca;Sección Oficial Cortometraje PNR III;5
2023;Septiembre;Cineteca;Balas y Katanas;1
2023;Septiembre;Cineteca;Sección Oficial Cortometraje V;11
2023;Septiembre;Cineteca;Fobia;19
2023;Septiembre;Cineteca;Diáspora;11
2023;Septiembre;Cineteca;Capítulo VI: Galaxias de sonidos (La metáfora astronómica);13
2023;Septiembre;Cineteca;Consuelo;2
2023;Septiembre;Cineteca;Bantú mama;3
2023;Septiembre;Cineteca;Perejil;8
2023;Septiembre;Cineteca;El país de las últimas cosas;5
2023;Septiembre;Cineteca;Carajita;4
2023;Septiembre;Cineteca;PRORA. A complex destination;3
2023;Septiembre;Cineteca;Afterwater;24
2023;Septiembre;Cineteca;16 levers de soleil;3
2023;Septiembre;Cineteca;Me voy p’al pueblo;15
2023;Septiembre;Cineteca;Thomas Pesquet, l'étoffe d'un héros;1
2023;Septiembre;Cineteca;En busca de Djehuty;1
2023;Septiembre;Cineteca;Maa-Yiem, la extraordinaria historia de Jordi Sabater Pi;4
2023;Septiembre;Cineteca;El valle de Concavenator;2
2023;Septiembre;Cineteca;El sueño de la vida eterna;1
2023;Septiembre;Cineteca;Evolución: 250 años del Museo Nacional de Ciencias Naturales;1
2023;Septiembre;Cineteca;Dos dies i l’eternitat;23
2023;Octubre;Cineteca;Tríptico elemental de España: Aguaespejo Granadino | Fuego en Castilla | Acariño Galaico;30
2023;Octubre;Cineteca;Encuentros Profesionales MATRIZ;5
2023;Octubre;Cineteca;O Corno;53
2023;Octubre;Cineteca;Sesión de cortometrajes;15
2023;Octubre;Cineteca;Opening Night (Noche de estreno);22
2023;Octubre;Cineteca;El río del deseo. Sesión de cortometrajes 1;19
2023;Octubre;Cineteca;Faster, Pussycat! Kill! Kill!;34
2023;Octubre;Cineteca;Cenizas y fantasmas. Sesión de cortometrajes 2;15
2023;Octubre;Cineteca;Mafifa;3
2023;Octubre;Cineteca;Los Saldos;8
2023;Octubre;Cineteca;La lava en los labios;8
2023;Octubre;Cineteca;La mujer pantera;21
2023;Octubre;Cineteca;Deep Rising;11
2023;Octubre;Cineteca;Yo anduve con un Zombie;16
2023;Octubre;Cineteca;Alpenland;5
2023;Octubre;Cineteca;El hombre leopardo;13
2023;Octubre;Cineteca;Plastic Fantastic;2
2023;Octubre;Cineteca;À demain mon amour;8
2023;Octubre;Cineteca;Between The Rains;4
2023;Octubre;Cineteca;Deberes;16
2023;Octubre;Cineteca;El imperio de la luz. Sesión de cortometrajes 3;17
2023;Octubre;Cineteca;Sueños lúcidos. Sesión de cortometrajes 4;0
2023;Octubre;Cineteca;Inauguración: A Rapariga De Olhos Grandes E O Rapaz De Pernas Compridas / Robot Dreams;5
2023;Octubre;Cineteca;Alexander Alexeieff y Claire Parker: Domadores de Sombras;10
2023;Octubre;Cineteca;Sesión 1;20
2023;Octubre;Cineteca;Sesión 2;9
2023;Octubre;Cineteca;Nayola;6
2023;Octubre;Cineteca;Anatomie d'une Chute (Anatomía de una caída);56
2023;Octubre;Cineteca;Kar Ve Ayi (Snow and The Bear);6
2023;Noviembre;Cineteca;El chico león;4
2023;Noviembre;Cineteca;Pelikanblut (Pelican Blood);6
2023;Noviembre;Cineteca;Cuervos y Gorriones;10
2023;Noviembre;Cineteca;Fördom och Stolthet - En Queer Filmhistoria (Prejudice and Pride);5
2023;Noviembre;Cineteca;Ama-das;8
2023;Noviembre;Cineteca;El hombre del brazo de oro;7
2023;Noviembre;Cineteca;Merkel;6
2023;Noviembre;Cineteca;El león de Mongolia;4
2023;Noviembre;Cineteca;Malintzin 17;4
2023;Noviembre;Cineteca;Cinco flores de oro;4
2023;Noviembre;Cineteca;Le double amour (Le Calvaire d'Hélène);1
2023;Noviembre;Cineteca;En busca del sueño;5
2023;Noviembre;Cineteca;Alboroto en el cielo;13
2023;Noviembre;Cineteca;El espejo de las tres caras / Mor vran (La mer des corbeaux);7
2023;Noviembre;Cineteca;Cultivando estrellas;13
2023;Noviembre;Cineteca;Fauna;1
2023;Noviembre;Cineteca;La caída de la casa Usher;9
2023;Noviembre;Cineteca;Camino solitario;1
2023;Noviembre;Cineteca;En Autobiografi;2
2023;Noviembre;Cineteca;Pez volador / Una terapia de mierda / La mecánica de los fluidos;11
2023;Noviembre;Cineteca;Inauguración: Fallen Leaves;31
2023;Noviembre;Cineteca;Capítulo VII: No soy un animal (Fauna sonora);4
2023;Noviembre;Cineteca;Encuentro híbrido con Lucrecia Martel;28
2023;Noviembre;Cineteca;Bravo, Burkina!;6
2023;Noviembre;Cineteca;Guapo’Y;6
2023;Noviembre;Cineteca;The Civil Dead;11
2023;Noviembre;Cineteca;A Witch Story;14
2023;Noviembre;Cineteca;Cando Toco Un Animal;7
2023;Noviembre;Cineteca;Kokomo City;20
2023;Noviembre;Cineteca;Sueños y Pan;20
2023;Noviembre;Cineteca;Robota MML;3
2023;Noviembre;Cineteca;Ex Machina;33
2023;Noviembre;Cineteca;Muestra de proyectos de residentes audiovisuales I;10
2023;Noviembre;Cineteca;Cortos nacionales I;18
2023;Noviembre;Cineteca;La llegada;13
2023;Noviembre;Cineteca;Labor;2
2023;Noviembre;Cineteca;Cortos nacionales II;37
2023;Noviembre;Cineteca;Transfariana;14
2023;Noviembre;Cineteca;Cross Dreamers;2
2023;Noviembre;Cineteca;Cortos nacionales III;21
2023;Noviembre;Cineteca;Cortos disidentes;16
2023;Noviembre;Cineteca;MRGente. Sesión 1;22
2023;Noviembre;Cineteca;Tu trembleras pour moi + La estafa del amor;15
2023;Noviembre;Cineteca;As filhas do fogo + Film annonce du film qui n'existera jamais: «Drôles de Guerres»;24
2023;Noviembre;Cineteca;MRGente. Sesión 2;6
2023;Noviembre;Cineteca;El auge del humano 3;22
2023;Noviembre;Cineteca;Animal Love + Entrega Premio Especial Márgenes a Ulrich Seidl;8
2023;Noviembre;Cineteca;Escáner. Sesión de cortometrajes;14
2023;Noviembre;Cineteca;Mamántula;24
2023;Noviembre;Cineteca;Non te vexo + Zinzindurrumkarratz;1
2023;Noviembre;Cineteca;La Chimera;45
2023;Diciembre;Cineteca;Meteoro + Un volcán habitado;7
2023;Diciembre;Cineteca;Lemon Tree + After;15
2023;Diciembre;Cineteca;MRGente. Sesión 3;6
2023;Diciembre;Cineteca;Mast-del + A bathalla da Rua Maria Antônia;12
2023;Diciembre;Cineteca;Cabeza y corazón;3
2023;Diciembre;Cineteca;Ninotchka;18
2023;Diciembre;Cineteca;El dulce sabor del éxito;9
2023;Diciembre;Cineteca;El autoestopista;22
2023;Diciembre;Cineteca;Quest;10
2023;Diciembre;Cineteca;Polański, Horowitz. Hometown;4
2023;Diciembre;Cineteca;Sección oficial de cortometrajes (I);4
2023;Diciembre;Cineteca;AsturianUS;3
2023;Diciembre;Cineteca;Varsovia, la ciudad dividida;10
2023;Diciembre;Cineteca;Sección oficial de cortometrajes (II);2
2023;Diciembre;Cineteca;Marek Edelman... y hubo amor en el gueto;2
2023;Diciembre;Cineteca;Sección oficial de cortometrajes (III);1
2023;Diciembre;Cineteca;Rebeca;22
2023;Diciembre;Cineteca;Velocidad de escape;1
2023;Diciembre;Cineteca;El retablo de las maravillas. Apuntes para una película sobre el Quijote;1
2023;Diciembre;Cineteca;Misiones pedagógicas 1931-1936;11
2023;Diciembre;Cineteca;Splendid Hotel. Rimbaud en África;1
2023;Diciembre;Cineteca;Muyeres;42
2023;Diciembre;Cineteca;El piano;31
2023;Diciembre;Cineteca;Capítulo VIII: Homenajes (sonidos celebrantes);8
2023;Diciembre;Cineteca;Cayo Largo;12
2023;Diciembre;Cineteca;Eyes Wide Shut;54
2023;Diciembre;Cineteca;Una zona ajardinada demasiado tranquila para mí;1
2023;Diciembre;Cineteca;Bela Lugosi contra el gorila;2
2023;Diciembre;Cineteca;Cita en St. Louis;10
2023;Diciembre;Cineteca;Cuento de Navidad;7
2023;Diciembre;Cineteca;A.I. Inteligencia artificial;14
2023;Diciembre;Cineteca;El mago de Oz;19
2023;Diciembre;Cineteca;El apartamento;23
2023;Diciembre;Cineteca;Ciudadano Kane;26
2023;Diciembre;Cineteca;Lost in Translation;31
2023;Diciembre;Cineteca;Atrapado en el tiempo;3
2023;Diciembre;Cineteca;El festín de Babette;3
2023;Diciembre;Cineteca;Conferencia de José Luis Villacañas + Centauros del desierto;1
2023;Diciembre;Cineteca;La carpa de circo;1
2023;Julio;Actividades culturales;Bodas de sangre y Suite flamenca;296
2023;Julio;Actividades culturales;El barberillo de Lavapiés;104
2023;Julio;Actividades culturales;50 años de música y amistad;61
2023;Julio;Actividades culturales;Sexpiertos;76
2023;Julio;Actividades culturales;Oumou Sangaré presenta Timbuktu;62
2023;Julio;Actividades culturales;Symphony of sorrows / Cantata;104
2023;Julio;Actividades culturales;Ute Lemper;33
2023;Agosto;Actividades culturales;Express;76
2023;Agosto;Actividades culturales;Estampas flamencas / El sombrero de tres picos;170
2023;Agosto;Actividades culturales;Eliades Ochoa – Star of Buena Vista Social Club;48
2023;Agosto;Actividades culturales;Tenmei – Destiny;95
2023;Agosto;Actividades culturales;Sole Giménez;15
2023;Agosto;Actividades culturales;Guerrero;58
2023;Agosto;Actividades culturales;Lee Fields presenta Sentimental Fool;40
2023;Agosto;Actividades culturales;Ciclos & Cycles;16
2023;Agosto;Actividades culturales;Carlos Sadness;108
2023;Agosto;Actividades culturales;Lentejuelas y castañuelas;113
2023;Agosto;Actividades culturales;El amor enamorado;70
2023;Agosto;Actividades culturales;rusowsky (cute acoustic set);267
2023;Agosto;Actividades culturales;La vida chulapa;45
2023;Agosto;Actividades culturales;POI;26
2023;Agosto;Actividades culturales;Ruiseñora + Antía Muíño;28
2023;Agosto;Actividades culturales;Olvido;53
2023;Agosto;Actividades culturales;Lucas Vidal. Karma;18
2023;Agosto;Actividades culturales;Marina Herlop + Angélica Salvi;63
2023;Julio;Teatro Español;El sueño de la razón;102
2023;Septiembre;Teatro Español;El corazón del daño;385
2023;Octubre;Teatro Español;Arder y no quemarse;536
2023;Noviembre;Teatro Español;Poncia;614
2023;Noviembre;Teatro Español;Tennessee;375
2023;Diciembre;Teatro Español;La isla del aire;264
2023;Diciembre;Teatro Español;El silencio en Bodas de sangre;134
2023;Septiembre;Teatro Fernán Gómez. Centro Cultural de la Villa;LA TUERTA;409
2023;Septiembre;Teatro Fernán Gómez. Centro Cultural de la Villa;TRAS LOS BALCONES;46
2023;Septiembre;Teatro Fernán Gómez. Centro Cultural de la Villa;GALDÓS ENAMORADO 2023;92
2023;Octubre;Teatro Fernán Gómez. Centro Cultural de la Villa;ISLA;163
2023;Octubre;Teatro Fernán Gómez. Centro Cultural de la Villa;ABRE EL OJO;255
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;VANO FANTASMA DE NIEBLA Y LUZ;76
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Mike Stern Band. VILLANOS;95
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Stacey Kent. VILLANOS;57
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Mulatu Astatke. VILLANOS;33
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Samara Joy;148
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ James Carter Organ Trio;90
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;LO ÚNICO QUE VERDADERAMENTE QUISE TODA LA VIDA ES SER DELGADA;159
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Celebrando a Tete;45
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Nils Petter Molvaer Trio;55
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Rabih Abou-Khalil Trio;50
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Elliott Sharp's Fourth Blood Moon;30
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;FJ Cécile McLorin Salvant. VILLANOS;102
2023;Noviembre;Teatro Fernán Gómez. Centro Cultural de la Villa;"Harlem Gospel Choir ""Celebrating 60 Years Of Whitney Houston""";206
2023;Diciembre;Teatro Fernán Gómez. Centro Cultural de la Villa;EL GRITO DEL CARDO;55
2023;Diciembre;Teatro Fernán Gómez. Centro Cultural de la Villa;"Chicago Mass Choir presenta ""B.B.King Spiritual""&nbsp;";46
2023;Diciembre;Teatro Fernán Gómez. Centro Cultural de la Villa;"The New Orleans Gospel Stars presenta&nbsp;""The Streets Of New Orleans""";34
2023;Diciembre;Teatro Fernán Gómez. Centro Cultural de la Villa;Ron Lalá 4x4;104
2023;Diciembre;Teatro Fernán Gómez. Centro Cultural de la Villa;Superhéroe;5
2023;Diciembre;Teatro Fernán Gómez. Centro Cultural de la Villa;Don Quijote nómada;6
2023;Julio;Naves del Español en Matadero;Flores y viajes;30
2023;Julio;Naves del Español en Matadero;Fráxil. Handle with care;107
2023;Septiembre;Naves del Español en Matadero;Asesinato y adolescencia;682
2023;Octubre;Naves del Español en Matadero;La Regenta;149
2023;Noviembre;Naves del Español en Matadero;Alegría Station;103
2023;Noviembre;Naves del Español en Matadero;Livianas Provincianas;2
2023;Diciembre;Naves del Español en Matadero;Tan solo el fin del mundo;577
2023;Diciembre;Naves del Español en Matadero;Runa;73
2023;Diciembre;Naves del Español en Matadero;Las locuras por el veraneo;42
2023;Noviembre;Convenios;El Ventrílocuo;13
2023;Noviembre;Convenios;Que la vida merezca la risa;27
2023;Octubre;Convenios;La madre que me parió;9
2023;Noviembre;Convenios;Animales de compañía;24
2023;Noviembre;Convenios;Laponia;40
2023;Noviembre;Convenios;Woman by Aarón Vivancos;41
2023;Noviembre;Convenios;Una rubia muy legal;35
2023;Noviembre;Convenios;Gracias por venir;10
2023;Noviembre;Convenios;Sueños de Elsa;11
2023;Noviembre;Convenios;Hay sexo a partir de los 50;12
2023;Noviembre;Convenios;Hipnonautas;15
2023;Noviembre;Convenios;Cádiz;12
2023;Noviembre;Convenios;Muerte de un viajante;14
2023;Noviembre;Convenios;School Of Rock;35
2023;Noviembre;Convenios;TUELF POINTS: EL MUSICAL MÁS EUROVISIVO;47
2023;Noviembre;Convenios;La Ternura;19
2023;Noviembre;Convenios;Alegría, ¿dónde estás?;9
2023;Noviembre;Convenios;La herencia;3
2023;Noviembre;Convenios;Quiero ser María Jiménez;4
2023;Noviembre;Convenios;OCO The Show;32
2023;Noviembre;Convenios;Y... lo que el viento se llevó;54
2023;Noviembre;Convenios;Peter Pan: El Musical;12
